School,Street,City,District,County,State,Zip,Ranking,StatusType,Latitude,Longitude
Wilson Elementary,1300 Williams Street,San Leandro,San Leandro Unified,Alameda,CA,94579.0,4,Active,37.715169,-122.16573000000001
Bancroft Middle,1150 Bancroft Avenue,San Leandro,San Leandro Unified,Alameda,CA,94579.0,2,Active,37.729172999999996,-122.14863000000001
John Muir Middle,1444 Williams Street,San Leandro,San Leandro Unified,Alameda,CA,94541.0,4,Active,37.714146,-122.16816999999999
KIPP Summit Academy,2005 Via Barrett,San Lorenzo,San Lorenzo Unified,Alameda,CA,94578.0,10,Active,37.674299,-122.14985
East Bay Arts High,20450 Royal Avenue,Hayward,San Lorenzo Unified,Alameda,CA,94580.0,2,Active,37.668976,-122.11506000000001
KIPP King Collegiate High,2005 Via Barrett,San Lorenzo,San Lorenzo Unified,Alameda,CA,94580.0,9,Active,37.674299,-122.14985
Arroyo High,15701 Lorenzo Avenue,San Lorenzo,San Lorenzo Unified,Alameda,CA,94579.0,7,Active,37.68081,-122.13836
San Lorenzo High,50 East Lewelling Boulevard,San Lorenzo,San Lorenzo Unified,Alameda,CA,94580.0,2,Active,37.686688000000004,-122.12256000000001
Bay Elementary,2001 Bockman Road,San Lorenzo,San Lorenzo Unified,Alameda,CA,94578.0,5,Active,37.671559,-122.14738
Bohannon Middle,800 Bockman Road,San Lorenzo,San Lorenzo Unified,Alameda,CA,94579.0,2,Active,37.6708,-122.12818999999999
Colonial Acres Elementary,17115 Meekland Avenue,Hayward,San Lorenzo Unified,Alameda,CA,94580.0,1,Active,37.683564000000004,-122.11616000000001
Corvallis Elementary,14790 Corvallis Street,San Leandro,San Lorenzo Unified,Alameda,CA,94541.0,4,Active,37.696616999999996,-122.15235
Dayton Elementary,1500 Dayton Avenue,San Lorenzo,San Lorenzo Unified,Alameda,CA,94580.0,5,Active,37.688544,-122.15676
Del Rey Elementary,1510 Via Sonya,San Lorenzo,San Lorenzo Unified,Alameda,CA,94541.0,4,Active,37.668638,-122.13656999999999
Edendale Middle,16160 Ashland Avenue,San Lorenzo,San Lorenzo Unified,Alameda,CA,94580.0,1,Active,37.69527,-122.11891999999999
Grant Elementary,879 Grant Avenue,San Lorenzo,San Lorenzo Unified,Alameda,CA,94550.0,5,Active,37.680371,-122.13503999999999
Hesperian Elementary,620 Drew Street,San Lorenzo,San Lorenzo Unified,Alameda,CA,94551.0,4,Active,37.694016,-122.12531000000001
Hillside Elementary,15980 Marcella Street,San Leandro,San Lorenzo Unified,Alameda,CA,94545.0,1,Active,37.701827,-122.11702
Lorenzo Manor Elementary,18250 Bengal Street,Hayward,San Lorenzo Unified,Alameda,CA,94538.0,2,Active,37.674293,-122.11946
Washington Manor Middle,1170 Fargo Avenue,San Leandro,San Lorenzo Unified,Alameda,CA,94541.0,5,Active,37.68842,-122.14811999999999
Sunol Glen Elementary,Main & Bond Streets,Sunol,Sunol Glen Elementary,Alameda,CA,94568.0,10,Merged,,
Sunol Glen Elementary,11601 Main Street,Sunol,Sunol Glen Unified,Alameda,CA,,10,Active,37.593598,-121.8851
John Green Elementary,3300 Antone Way,Dublin,Dublin Unified,Alameda,CA,94568.0,10,Active,37.7181,-121.8615
Harold William Kolb,3150 Palermo Way,Dublin,Dublin Unified,Alameda,CA,94568.0,10,Active,37.711929999999995,-121.8587
Wells Middle,6800 Penn Drive,Dublin,Dublin Unified,Alameda,CA,94588.0,9,Active,37.712563,-121.9188
James Dougherty Elementary,5301 Hibernia Drive,Dublin,Dublin Unified,Alameda,CA,94566.0,10,Active,37.710390000000004,-121.88512
Harvest Park Middle,4900 Valley Avenue,Pleasanton,Pleasanton Unified,Alameda,CA,94545.0,10,Active,37.675554999999996,-121.88268000000001
Pleasanton Middle,5001 Case Avenue,Pleasanton,Pleasanton Unified,Alameda,CA,94551.0,10,Active,37.65696,-121.88156000000001
Henry P. Mohr Elementary,3300 Dennis Drive,Pleasanton,Pleasanton Unified,Alameda,CA,,10,Active,37.692501,-121.86011
Thomas S. Hart Middle,4433 Willow Road,Pleasanton,Pleasanton Unified,Alameda,CA,,10,Active,37.685426,-121.89828
Phoebe Apperson Hearst Elementary,5301 Case Avenue,Pleasanton,Pleasanton Unified,Alameda,CA,,10,Active,37.65245,-121.88432
